,0,1
4545,dacia,41
4546,eques,41
4547,ιγʹ,41
4548,aemilia,41
4549,μηνογένους,41
4550,ἀνάπαυσις,41
4551,pleket,41
4552,causa,41
4553,or,41
4554,castrorum,41
4555,σαβεινιανοῦ,41
4556,φιλορώμαιος,41
4557,φιλιάδος,41
4558,χρονικᾶς,41
4559,ελφοὶ,41
4560,ἀμφισσεὺς,41
4561,κλεύδαμος,41
4562,ἠρινῆς,41
4563,ὁσίῳ,41
4564,ἐνκηδεῦσαι,41
4565,νικασαγόρα,41
4566,δέμω,40
4567,πυνθάνομαι,40
4568,χρυσίο,40
4569,ἀπολαμβάνω,40
4570,μελ,40
4571,ῥαίνω,40
4572,ενο,40
4573,ἀπαρχέν,40
4574,εὔαρχος,40
4575,πυθέας,40
4576,ἀληθής,40
4577,φιλέας,40
4578,πολεμέω,40
4579,ονα,40
4580,εὐαινέτου,40
4581,οἰναῖον,40
4582,ὑστέρα,40
4583,γλαυκίππου,40
4584,νικοδήμου,40
4585,προίστημι,40
4586,ἐπιγένους,40
4587,νεοκλῆς,40
4588,ἀπολλοφάνου,40
4589,ἀπογραφή,40
4590,δημοσίωι,40
4591,γεγονότων,40
4592,Ἀθηνιάω,40
4593,μάαρκος,40
4594,θεσμοφόριον,40
4595,τυρός,40
4596,ἐφοράω,40
4597,σκῆπτρον,40
4598,στρῶμα,40
4599,κανών,40
4600,μητρόδωρος,40
4601,κλώδιος,40
4602,ἀντέρως,40
4603,κτήσιος,40
4604,χόω,40
4605,καρποφόρος,40
4606,Καλλιστώ,40
4607,δέκμου,40
4608,θεόφιλος,40
4609,διάταξις,40
4610,ἐκτελέω,40
4611,βασίλεια,40
4612,αἰσχίνου,40
4613,σωτηρίχου,40
4614,νικίου,40
4615,ἐκδιδράσκω,40
4616,πολείτας,40
4617,σεραπίωνος,40
4618,ἐπιτροπή,40
4619,καισάρων,40
4620,εὐαγόρα,40
4621,φιλόδαμος,40
4622,καταλύω,40
4623,Ἰταλία,40
4624,φιλοκλεῦς,40
4625,ἐρασίππου,40
4626,ἥμισσον,40
4627,εὐκράτευς,40
4628,πλόος,40
4629,ἀριστοξένου,40
4630,ξενοστράτου,40
4631,τραϊανῷ,40
4632,ἰουλιανὸν,40
4633,Λίνος,40
4634,τοπάζω,40
4635,δαματρίω,40
4636,αὐτὸγ,40
4637,μαρτύριον,40
4638,θρέμμα,40
4639,εὔδοκος,40
4640,ἀντίφιλος,40
4641,ἐπιτιμέω,40
4642,δδιιι,40
4643,περικεχρυσωμένον,40
4644,ποσειδίκου,40
4645,τλησιμένου,40
4646,Οἰνεύς,40
4647,ᾠόν,40
4648,ἐνοίκιος,40
4649,ἀνούβιδι,40
4650,μεγαλοφροσύνη,40
4651,δαλίου,40
4652,secundus,40
4653,Ἴμβριος,40
4654,πυθοκλεῦς,40
4655,ἐπιδαμία,40
4656,copy,40
4657,κλευκράτευς,40
4658,ἰώσας,40
4659,caessaribus,40
4660,ὑπερβερεταίου,40
4661,γαλατῶν,40
4662,ἀήρ,40
4663,cui,40
4664,le,40
4665,θησαυρῶι,40
4666,ἀρατοφάνευς,40
4667,caesareon,40
4668,καλλείδας,40
4669,ἀποτρέχουσαν,40
4670,privata,40
4671,δέμοι,39
4672,εὐθύνω,39
4673,σκ,39
4674,ἑβδόμει,39
4675,χαρῖνος,39
4676,τόδ,39
4677,Ἀντίλοχος,39
4678,πεδιεύς,39
4679,καταβαίνω,39
4680,τὸγ,39
4681,κυδαθηναιεύς,39
4682,ἴασις,39
4683,εἴκοσι,39
4684,ληίς,39
4685,ἁρμόττοντας,39
4686,ἕνηι,39
4687,γραμματεῖον,39
4688,δημοκρατία,39
4689,ἁρμόζω,39
4690,φιλοτιμουμένοις,39
4691,θορίκιον,39
4692,κτέομαι,39
4693,ἀγγεῖον,39
4694,χειρόγραφον,39
4695,φιλαγάθως,39
4696,ἀπολιμπάνω,39
4697,μαξιμιανοῦ,39
4698,δράω,39
4699,κοτύλη,39
4700,γεωργός,39
4701,μεγαλομερῶς,39
4702,ἐπικρατέω,39
4703,λυσιάδου,39
4704,διοπείθης,39
4705,κτήσων,39
4706,ἐράτωνος,39
4707,ποθεινός,39
4708,ἀπολ,39
4709,ἕκατος,39
4710,δαμέας,39
4711,λυσίππου,39
4712,τρέπω,39
4713,εὐξενίδου,39
4714,quaestori,39
4715,χιλίαρχος,39
4716,ἅλς,39
4717,χήρα,39
4718,ἀλεξανδρεύς,39
4719,q,39
4720,Ὀνησίφορος,39
4721,τύνβον,39
4722,ὁμόλογος,39
4723,εὐθεῖα,39
4724,λικιννίου,39
4725,Τρόφιμος,39
4726,στραταγοῦ,39
4727,δεξικράτεος,39
4728,μεγίστηι,39
4729,πρωτεύω,39
4730,σς,39
4731,σινδών,39
4732,ἄβατος,39
4733,ἐξαιρέω,39
4734,εὐρύς,39
4735,τιμοκλέους,39
4736,φιλόκαλος,39
4737,ἄλειμμα,39
4738,ὄβριμος,39
4739,βωλᾶι,39
4740,ἀποστολή,39
4741,νικαίου,39
4742,μενίσκου,39
4743,Σύριος,39
4744,δοκιμάζω,39
4745,ἀνεμισθώσαμεν,39
4746,μνησιμάχου,39
4747,φανοδίκου,39
4748,κεράμιον,39
4749,δημοσῶντος,39
4750,κῶιον,39
4751,μονόω,39
4752,καθηγεμών,39
4753,ἐκλησίαν,39
4754,συννάοις,39
4755,ἀρσινόης,39
4756,κιονίου,39
4757,ἡρᾶς,39
4758,ἀναλαμβάνω,39
4759,πράκτωρ,39
4760,σιμωνίδου,39
4761,septimi,39
4762,ὀνησίμου,39
4763,στυ,39
4764,γεραιός,39
4765,συμβίου,39
4766,σωσίχα,39
4767,πολίτα,39
4768,ἀπελευθερωθέντες,39
4769,macedonica,39
4770,parthico,39
4771,αὐδναίου,39
4772,alexander,39
4773,victor,39
4774,omnibus,39
4775,xvii,39
4776,ἑκατόδωρος,39
4777,lapide,39
4778,digma,39
4779,βελτίων,39
4780,Ἀβραάμ,39
4781,ἐπαρχειῶν,39
4782,δέμονες,39
4783,διοσθύου,39
4784,genera,39
4785,ὀλυμπηνῶν,39
4786,βολες,38
4787,ἀντιοχὶς,38
4788,ἀρχικλῆς,38
4789,γο,38
4790,μέλω,38
4791,χαρίεις,38
4792,φρῦνος,38
4793,πόρω,38
4794,Νεμέα,38
4795,Κίμων,38
4796,λύσιππος,38
4797,ὀλύμπιχος,38
4798,πῖος,38
4799,φυλακός,38
4800,υ,38
4801,ἀπολλωνίδης,38
4802,μενεκλέους,38
4803,γλαύκωνος,38
4804,καινῶι,38
4805,δικαστηρίωι,38
4806,ἡνίοχος,38
4807,χαρίου,38
4808,δημοκλέους,38
4809,κοῖλος,38
4810,ἀθηναγόρας,38
4811,ποσειδίππου,38
4812,σύνθεσις,38
4813,κλέωνα,38
4814,οἰκονομία,38
4815,ἐργάσιμος,38
4816,ἱερωνύμου,38
4817,ἱεραύλης,38
4818,ἀγαθόπους,38
4819,τατιανὸς,38
4820,πωλλίων,38
4821,στου,38
4822,μελιτέα,38
4823,κριτοβούλου,38
4824,ημ,38
4825,κόπρος,38
4826,εὐωνυ,38
4827,xxii,38
4828,κοίρανος,38
4829,οὐῆρον,38
4830,μεννέου,38
4831,ἄγριος,38
4832,πῶλλα,38
4833,πρόναος,38
4834,ἀνδρ,38
4835,καλλὼ,38
4836,δακρύω,38
4837,κλεοπάτρα,38
4838,ἱκνέομαι,38
4839,σεισμός,38
4840,κρ,38
4841,ἀείδω,38
4842,Σύρα,38
4843,πέρσις,38
4844,νέρβα,38
4845,κοινών,38
4846,πιπράσκω,38
4847,ἀδελφιδέος,38
4848,καλλισθένους,38
4849,χαλεπός,38
4850,tribunus,38
4851,συνγενῆ,38
4852,φιλόκαισαρ,38
4853,δέκμος,38
4854,μενεκράτεος,38
4855,ἀντώνιον,38
4856,ἰουλίας,38
4857,αὔρα,38
4858,ἀναθέντω,38
4859,φαίνιος,38
4860,ζητέω,38
4861,μείων,38
4862,λυκάβας,38
4863,ἕρπω,38
4864,δημο,38
4865,μήτρως,38
4866,jeffery,38
4867,ὑπόχαλκος,38
4868,σχοινίον,38
4869,ἀγκιθείδου,38
4870,γερύλλου,38
4871,λεοντίου,38
4872,ἱεράζοντος,38
4873,ἱπποκρίτου,38
4874,Διαγόρας,38
4875,Χίος,38
4876,ἑρμίππου,38
4877,οἰκόπεδον,38
4878,κνωσοῖ,38
4879,κοσμιόντων,38
4880,d,38
4881,σεβαστῶ,38
4882,Δελφίνιον,38
4883,ἀσκλᾶς,38
4884,τιμοκλεῦς,38
4885,πάτρως,38
4886,λουκίῳ,38
4887,αἰλιανοῦ,38
4888,κεῖμε,38
4889,κυριακοῦ,38
4890,μαξιμιανῷ,38
4891,γοργία,38
4892,ὀνασάνδρου,38
4893,μαστρῶν,38
4894,πανάμω,38
4895,αὐτῦ,38
4896,ἀμύνταν,38
4897,κώιοις,38
4898,chaniotis,38
4899,pronepoti,38
4900,marito,38
4901,coiugi,38
4902,arca,38
4903,tunc,38
4904,ἀλσείου,38
4905,ἑσπέριος,38
4906,ἰεροποιοὶ,38
4907,πμοῦν,38
4908,λαμιέος,38
4909,ὀνασίφορον,38
4910,καταδουλισσμῶι,38
4911,arborum,38
4912,ἐξέστε,38
4913,ενος,37
4914,ἔστο,37
4915,καίω,37
4916,γεν,37
4917,ντες,37
4918,ἄσις,37
4919,ρι,37
4920,ἄγρα,37
4921,κτείνω,37
4922,vel,37
4923,ἄχος,37
4924,ἐρχιεύς,37
4925,ἡγεμονία,37
4926,κίς,37
4927,εὐπυρίδης,37
4928,Πέρσης,37
4929,ἀμύντωρ,37
4930,ἐπίχαρμος,37
4931,πτολεμαίων,37
4932,ῥαμνούσιον,37
4933,γαργήττιον,37
4934,ἡρόδωρος,37
4935,ἀρχαιρεσία,37
4936,εὐφημία,37
4937,ἀζηνιεύς,37
4938,σωσίπολις,37
4939,τεταγμένων,37
4940,ἀφιδναῖον,37
4941,κότυος,37
4942,ἀπολούω,37
4943,γνῶσις,37
4944,μηνύω,37
4945,πρόφασις,37
4946,μαθητής,37
4947,ξενόφιλος,37
4948,εὐδαιμονία,37
4949,ἕπομαι,37
4950,λαβή,37
4951,θορικοῖ,37
4952,ἐλάχιστος,37
4953,σωτέλης,37
4954,θεόμνηστος,37
4955,λιος,37
4956,ἀγαθήμερος,37
4957,πριηνεῖς,37
4958,Θησεύς,37
4959,πτολεμαιίδος,37
4960,πύρριχος,37
4961,ἀριστοδίκου,37
4962,παρασκευή,37
4963,μαρκιανοῦ,37
4964,ἡρώιδου,37
4965,clarissimo,37
4966,φιλίσκου,37
4967,μέλαθρον,37
4968,δέλτος,37
4969,στυγερός,37
4970,τιμοκρίτου,37
4971,ἐπιχειρέω,37
4972,Νικομήδης,37
4973,μεγαλοψυχία,37
4974,ἐπαρχείαν,37
4975,ὑπηρεσία,37
4976,μαρκία,37
4977,νῖκος,37
4978,πατρέα,37
4979,πρωτεῖον,37
4980,ἐπιμεληθέντων,37
4981,βασιλίς,37
4982,θυρώματα,37
4983,ἀπολλοδώρωι,37
4984,καλλικράτευς,37
4985,δαμόφιλος,37
4986,πεντ,37
4987,καλλικράτης,37
4988,νάρκισσος,37
4989,dono,37
4990,dei,37
4991,χαλκεύς,37
4992,ἡσύχιος,37
4993,ἀναγραψάντω,37
4994,καρπόω,37
4995,διαίτου,37
4996,δεινάρια,37
4997,νικοστράτου,37
4998,ἵστωρ,37
4999,ζωσίμη,37
