,0,1
2333,βασιλίζω,82
2334,εἰσήκει,82
2335,εὐτυχείων,82
2336,πλαισίωι,82
2337,ἀναγιγνώσκω,82
2338,pecunia,82
2339,passuum,82
2340,xv,82
2341,ἔππασιν,82
2342,constantio,82
2343,ἀστυνομοῦντος,82
2344,ἱερέος,81
2345,ὀγδόει,81
2346,εἶδον,81
2347,σύ,81
2348,Αἰγύπτιος,81
2349,συνάρχω,81
2350,ὑπεναντίος,81
2351,ἄρχιππος,81
2352,ἐπαγγελία,81
2353,ἀντιφιλέω,81
2354,λόφος,81
2355,μόλυβδος,81
2356,Ἰάν,81
2357,κορνήλιος,81
2358,ἐπαφρόδιτος,81
2359,μύρον,81
2360,φιλαδελφείων,81
2361,macedonicae,81
2362,πέλω,81
2363,γεννάω,81
2364,γενέτης,81
2365,φιλότεκνος,81
2366,ἀθάναι,81
2367,λύπη,81
2368,legatus,81
2369,t,81
2370,ἐξαποστέλλω,81
2371,ἱστιαιικὸν,81
2372,κυμητήριον,81
2373,προστατοῦντος,81
2374,numero,81
2375,ἐλέφας,80
2376,Ἀρίσταρχος,80
2377,ἀπόλλυμι,80
2378,πολύευκτος,80
2379,Μίδας,80
2380,εὔμηλος,80
2381,ἐξέρχομαι,80
2382,Φῆλιξ,80
2383,ἀντιπάτρου,80
2384,καταλείπω,80
2385,πολυχάρμου,80
2386,ἀπολλόδωρος,80
2387,δισχίλιοι,80
2388,εὐγενής,80
2389,λεʹ,80
2390,καρυωτὴ,80
2391,Φωκαιεύς,80
2392,κηρύκειον,80
2393,πυλών,80
2394,ἀρχιθέωρος,80
2395,νήπιος,80
2396,γεινόμενα,80
2397,ἀπηλευθερῶσθαι,80
2398,στερτινίου,80
2399,φιλοσεβάστου,80
2400,𐅅η,80
2401,εὐδόκου,80
2402,ἀρχ,79
2403,καρδία,79
2404,ἀρισταγόρας,79
2405,ἀρτεμισίωι,79
2406,διονυσίωι,79
2407,χάρητος,79
2408,πληρόω,79
2409,εὐεργέτημα,79
2410,οἴομαι,79
2411,τιμάρχου,79
2412,φιλοκράτου,79
2413,φιλόσοφος,79
2414,φλάω,79
2415,σκύμνος,79
2416,σωσίβιος,79
2417,ἕρμα,79
2418,λύσωνος,79
2419,xvi,79
2420,αἰλ,79
2421,ἴσθμιος,79
2422,ἀγεμάχου,79
2423,Ἀρκάς,79
2424,ἱαρεὺς,79
2425,πόπλιον,79
2426,νικοβούλου,79
2427,ἰράνας,79
2428,νικόλαος,79
2429,ἀμφισσεύς,79
2430,ψήγματα,79
2431,ἑπτά,79
2432,alae,79
2433,παχὼν,79
2434,ἰερέως,79
2435,κοντα,78
2436,ἔρος,78
2437,φαιδρός,78
2438,αἰσχύλος,78
2439,κλε,78
2440,ἀρατός,78
2441,ἐπιτίμιον,78
2442,δεῖπνον,78
2443,παιανιεύς,78
2444,βερενικίδην,78
2445,γλαύξ,78
2446,ἁπλόος,78
2447,λέβης,78
2448,ἀριστοφῶντος,78
2449,κλεάνδρου,78
2450,δᾳδοῦχος,78
2451,δείου,78
2452,τρύφωνος,78
2453,Αὖλος,78
2454,μνημοσύνη,78
2455,νίκωνος,78
2456,κάθημαι,78
2457,λεύκωμα,78
2458,ξενοδόκου,78
2459,στεφανίτης,78
2460,ἐπιτιμὰν,78
2461,ἐξουσιάζω,78
2462,κάματος,78
2463,ἐπιμελουμένου,78
2464,πεντεκαιδέκατος,78
2465,ἄμνου,78
2466,Ληναιών,78
2467,γῦροι,78
2468,κυρείνα,78
2469,ἀγέλη,78
2470,xxx,78
2471,xxv,78
2472,κοιμάομαι,78
2473,ἀσφάλιαν,78
2474,ἀντίθειτι,78
2475,ἡγεμονεύω,78
2476,τῦβι,78
2477,ἀστόξενος,78
2478,τύραννος,77
2479,ι,77
2480,νέμεσις,77
2481,εὐθύδικος,77
2482,ἄριστον,77
2483,χαιρέστρατος,77
2484,καλλιμάχου,77
2485,ἁρμός,77
2486,οἰνεῖδος,77
2487,κοσμητής,77
2488,μηνόδωρος,77
2489,προνοέω,77
2490,καλλικράτους,77
2491,εὐήμερος,77
2492,ἐπαφρόδειτος,77
2493,εὔδοξος,77
2494,σωσιβίου,77
2495,σωτηρίχου,77
2496,κλυτός,77
2497,Δηλιάς,77
2498,φιλοτειμίας,77
2499,κράτωνος,77
2500,κρίμα,77
2501,ἐμβάλλω,77
2502,μο,77
2503,παροδῖτα,77
2504,Χαλκιδεῖς,77
2505,Πέργαμος,77
2506,ἀφροδισιάζω,77
2507,ἀπήμαντος,77
2508,ξενοκρίτου,77
2509,publio,77
2510,μεγίστωι,77
2511,θασιν,77
2512,καταδίδωμι,77
2513,μεσορὴ,77
2514,ἐπαινετός,76
2515,Σκύθης,76
2516,νιος,76
2517,ἀρά,76
2518,ἐπικράτου,76
2519,Κλέανδρος,76
2520,Μουσαίος,76
2521,εὔδημος,76
2522,ἀπολλοφάνης,76
2523,ἀδίκημα,76
2524,ξένιος,76
2525,κριθή,76
2526,ἔρδω,76
2527,Κόρινθος,76
2528,κέλης,76
2529,p,76
2530,romanorum,76
2531,φλάβιος,76
2532,στόμα,76
2533,κοινόω,76
2534,δαμάτριος,76
2535,εἰράναι,76
2536,στρατεία,76
2537,Λάρισα,76
2538,πορεύομαι,76
2539,ἀρτεμισιῶνος,76
2540,δελφίς,76
2541,ταινιδίου,76
2542,fecerunt,76
2543,tito,76
2544,iuliae,76
2545,παυσανία,76
2546,πυλαίαι,76
2547,φιλοκλαυδίου,76
2548,ἀστοξένου,76
2549,τεκμορεύσας,76
2550,χίλιος,75
2551,πρυτανεύω,75
2552,θεσπιεύς,75
2553,βία,75
2554,Λάκων,75
2555,πορφύρα,75
2556,εὔθυνα,75
2557,θεωρία,75
2558,κόρηι,75
2559,πολιτεύω,75
2560,εὐμενέω,75
2561,νικοκλῆς,75
2562,ἀφροδείσιος,75
2563,ἀνήκω,75
2564,διακείμενος,75
2565,μανθάνω,75
2566,ἀριστοκράτους,75
2567,κόνων,75
2568,στεφάνη,75
2569,ζωτικός,75
2570,Ἀπολλῶς,75
2571,tribuno,75
2572,θεοφιλής,75
2573,μηνοφίλου,75
2574,ἕξ,75
2575,ἰσθμός,75
2576,ἀγορανομήσαντα,75
2577,ἄκτιος,75
2578,ἀλλήλων,75
2579,ἀριστείδα,75
2580,ψ,75
2581,εἰσέρχομαι,75
2582,νικία,75
2583,ὀστέον,75
2584,μαντιθέου,75
2585,ναύκληρος,75
2586,lucii,75
2587,ἐμμενίδας,75
2588,ἱερωσύναν,75
2589,μαρσύα,75
2590,ἀπάγω,74
2591,ἀρχι,74
2592,μον,74
2593,πόσις,74
2594,νοτόθεν,74
2595,ἐπιτέλλω,74
2596,καλλ,74
2597,σωκλῆς,74
2598,μυρρινούττης,74
2599,λαμπτρεύς,74
2600,οὐσία,74
2601,μέλος,74
2602,τειμὰς,74
2603,αὐτοκλέους,74
2604,καλλίππου,74
2605,θράσωνος,74
2606,εὐκλέος,74
2607,ἐπικλάω,74
2608,βάσσος,74
2609,ἀντωνείνῳ,74
2610,ναύαρχος,74
2611,quinti,74
2612,ἔγκλημα,74
2613,νησιώτης,74
2614,ἱππόδρομος,74
2615,σπορ,74
2616,maiestatique,74
2617,ἐπῃνῆσθαι,74
2618,γυνεκὶ,74
2619,severus,74
2620,pr,74
2621,ἀστυκράτεος,74
2622,γοργίας,73
2623,πάμφιλος,73
2624,ὑπισχνέομαι,73
2625,εὔκρατος,73
2626,εὐβιότου,73
2627,Σεκοῦνδος,73
2628,δαίς,73
2629,πυθοκλῆς,73
2630,λούκιον,73
2631,πολύμνηστος,73
2632,γῆρας,73
2633,συγγένεια,73
2634,πασίωνος,73
2635,ἐπισκοπέω,73
2636,πόλεως,73
2637,στεφανωθέντα,73
2638,βα,73
2639,τειμᾶς,73
2640,ἀρχεθεώρου,73
2641,πτολεμαίωι,73
2642,ἐνεῖσαν,73
2643,διακονέω,73
2644,fili,73
2645,λινδίαι,73
2646,ιζʹ,73
2647,aurelii,73
2648,felicis,73
2649,πλείστωνος,73
2650,ἰερεὺς,73
2651,apulensis,73
2652,οἷος,72
2653,ἱερ,72
2654,δαμάζω,72
2655,καλλι,72
2656,ἐνδείκνυμι,72
2657,Μενεσθεύς,72
2658,δεομένοις,72
2659,Ἐλευσίς,72
2660,Κτησικλῆς,72
2661,ἀντωνεῖνος,72
2662,ἀραβικοῦ,72
2663,ἀδιαβηνικοῦ,72
2664,φλάβιος,72
2665,ἁρπάζω,72
2666,αἰτία,72
2667,κορνηλίου,72
2668,ναίω,72
2669,πυροφορήσας,72
2670,αἰσχρίωνος,72
2671,κόνις,72
2672,σαράπιος,72
2673,Πυθιάς,72
2674,τηλέμνηστος,72
2675,συννάοις,72
2676,κῶι,72
2677,γυμνασιαρχοῦντος,72
2678,φλιεῦθεν,72
2679,δ,72
2680,lx,72
2681,v,72
2682,γραμματίδδοντος,72
2683,germanico,72
2684,βαδρομίου,72
2685,ἡλίο,72
2686,τυπίον,72
2687,agora,72
2688,ὀπωρινῆς,72
2689,ἦμαρ,71
2690,Πυθαγόρας,71
2691,ἀσκληπιείωι,71
2692,Λάμια,71
2693,συλλογή,71
2694,κῦδος,71
2695,ἐκκλησιάζω,71
2696,ἴλη,71
2697,σύνπαντος,71
2698,δημιουργός,71
2699,σπονδοφόρος,71
2700,ὑπόκειμαι,71
2701,Μυτιληναῖος,71
2702,πέδον,71
2703,item,71
2704,εὐεργέτις,71
2705,Ἑλένη,71
2706,εὐλογία,71
2707,τὸνς,71
2708,Ἀριστοκράτης,71
2709,δακικοῦ,71
2710,ἀγωνοθέτα,71
2711,φιλοπάτριδος,71
2712,γαμβρός,71
2713,μόδιος,71
2714,μίσθωμα,71
2715,ἐπίδοσις,71
2716,ἀφίεντι,71
2717,ἄτεκνος,71
2718,νεκρός,71
2719,ἀπατουριῶνος,71
2720,στεφάνιον,71
2721,ἄθυρον,71
2722,βοΐσκος,71
2723,προσκυνέω,71
2724,αὐρηλία,71
2725,ὁρκίζω,71
2726,ἰταλικὸς,71
2727,τοῦν,71
2728,ιαω,71
2729,ἀπαρχή,70
2730,βολῆι,70
2731,ἐλαύνω,70
2732,τελετή,70
2733,ἀριστοτέλης,70
2734,λυσίστρατος,70
2735,σιμίας,70
2736,πολέμωνος,70
2737,θεόκριτος,70
2738,λυκίσκος,70
2739,ἁλαιεύς,70
2740,εὐκοσμία,70
2741,μισθωτής,70
2742,σύμβολος,70
2743,Κοίλη,70
2744,ἐπιτήδειος,70
2745,εὐκλείδου,70
2746,ἀρχηγέτης,70
2747,ἀναθέσεως,70
2748,σώσανδρος,70
2749,ἀριστείδης,70
2750,θεύδοτος,70
2751,πόθοδος,70
2752,ἀριστοδάμου,70
2753,τιμοκράτεος,70
2754,κενός,70
2755,μνάσωνος,70
2756,καλλικρατίδα,70
2757,ὕμνος,70
2758,τετειμῆσθαι,70
2759,πρόπυλον,70
2760,πολύωνος,70
2761,φιλώτου,70
2762,μαάρκου,70
2763,θεραπευτῶν,70
2764,ἀσκληπιοδώρου,70
2765,ἐπιμήνιος,70
2766,heredes,70
2767,nepos,70
2768,δεδόχθη,70
2769,δομιτιανοῦ,70
2770,civium,70
2771,ἀλεξανδρειᾶν,70
2772,ἱμάτιον,69
2773,φαλ,69
2774,δης,69
2775,ἀντιφῶν,69
2776,πος,69
2777,ἕκτηι,69
2778,προαιρέω,69
2779,δοκός,69
2780,θεόξενος,69
2781,ἀρχίου,69
2782,γναῖος,69
2783,χοῖνιξ,69
2784,πόλος,69
2785,Πλούτων,69
2786,βορ,69
2787,χαράδρα,69
2788,μαραθωνίου,69
2789,ἄλυπος,69
2790,Ἀγρίππας,69
2791,ἀφθονήτου,69
2792,ἑστιάω,69
2793,φ,69
2794,βλώσκω,69
2795,γλυκυτάτῳ,69
2796,Κίλιξ,69
2797,φιλοκράτεος,69
2798,ἱερόω,69
2799,εʹ,69
2800,εὐπάτωρ,69
2801,λίτρον,69
2802,ἐπικληρόω,69
2803,γερμανικῷ,69
2804,φιλοπατόρων,69
2805,ἀντίδικος,69
2806,δύστρου,69
2807,xx,69
2808,severo,69
2809,aureli,69
2810,iacet,69
2811,šlwm,69
2812,τετρᾶχμα,69
2813,θεογένης,68
2814,Ξάνθιππος,68
2815,ἑταῖρος,68
2816,ποῖος,68
2817,Λυκοῦργος,68
2818,λαχή,68
2819,ἑκατομβαιών,68
2820,αὐτόνομος,68
2821,κάστωρ,68
2822,βιβλίον,68
2823,Σινωπεύς,68
2824,κακοπάθεια,68
2825,σιδηρεύς,68
2826,πλινθείοις,68
2827,ὠνέομαι,68
2828,κομμόδου,68
2829,ἅλιος,68
2830,σωτίων,68
2831,ab,68
2832,δούλη,68
2833,οὐεσπασιανοῦ,68
2834,augustalis,68
2835,διατάσσω,68
2836,κγʹ,68
2837,τῆνος,68
2838,αἰτωλοῖς,68
2839,προδόμωι,68
2840,ἱερομβρότου,68
2841,χιτών,68
2842,δισμ,68
2843,quinto,68
2844,Πέτρος,68
2845,xviii,68
2846,votum,68
2847,ἀσουλίαν,68
2848,pedes,68
2849,signavi,68
2850,silvano,68
2851,ἱερεύοντος,68
2852,μαλιέων,68
2853,ἀσφαλής,67
2854,εὺς,67
2855,ντος,67
2856,χαιρέας,67
2857,φλυεύς,67
2858,ὑποκριτής,67
2859,ἀριστοκράτου,67
2860,Γλαῦκος,67
2861,Τύριος,67
2862,λʹ,67
2863,κυ,67
2864,ἐπινομίαν,67
2865,σκοπή,67
2866,μνασιθέου,67
2867,χρή,67
2868,ἐπιταγή,67
2869,δεκάζω,67
2870,σώτειρα,67
2871,χρῆσις,67
2872,ληνός,67
2873,ἀρχεδάμου,67
2874,Ἀμφικτυονικός,67
2875,Νεῖλος,67
2876,ζήσαντι,67
2877,publi,67
2878,proconsuli,67
2879,municipii,67
2880,centuria,67
2881,καλλείδα,67
2882,φόρος,66
2883,ρον,66
2884,σωσίστρατος,66
2885,ἀριστώνυμος,66
2886,δηλίωι,66
2887,ὀγδόηι,66
2888,διαμένω,66
2889,ἀντιγραφεύς,66
2890,ἀντιοχεύς,66
2891,οἰκέτης,66
2892,εὐμολπιδῶν,66
2893,ἀίδιος,66
2894,εὐφροσύνου,66
2895,λύσανδρος,66
2896,εὔφημος,66
2897,ἑρμογένους,66
2898,νέωνος,66
2899,εἰσοράω,66
2900,φωνή,66
2901,εὐσεβείαι,66
2902,ἡρακλεώτης,66
2903,συναρχία,66
2904,ψαφίσματος,66
2905,φρήν,66
2906,ἕνεκε,66
2907,ζώννυμι,66
2908,ὑπόδικος,66
2909,τετρώκοντα,66
2910,ἀπολλοδότου,66
2911,θεαρός,66
2912,παρεύρεσις,66
2913,σωτύλου,66
2914,ἀκριδίωνος,66
2915,κατάκειμαι,66
2916,aurelia,66
2917,μελισσίωνος,66
2918,σουνεδρίω,66
2919,ταγευόντων,66
2920,aureliae,66
2921,χιλιαστὺν,66
2922,ἄωρε,66
2923,ἀμαλίου,66
2924,εἶδος,65
2925,τιμοκλέος,65
2926,σανίδιον,65
2927,σουνι,65
2928,λον,65
2929,φιλόφρων,65
2930,ἀρχέστρατος,65
2931,πυ,65
2932,βάθρον,65
2933,ὑδρία,65
2934,νικήτου,65
2935,ἐργάτης,65
2936,νικήρατος,65
2937,τιμοκράτου,65
2938,ὑπεύθυνος,65
2939,χορεῖον,65
2940,ἀστυνόμος,65
2941,ξ,65
2942,ἀνδρομένης,65
2943,αλ,65
2944,Λακεδαίμων,65
2945,ἀνατολή,65
2946,καταξίας,65
2947,ζημιόω,65
2948,τροφή,65
2949,ἀπεδώκαμες,65
2950,ἰουλ,65
2951,νερούα,65
2952,γναίου,65
2953,νικομήδης,65
2954,ἀνίκητος,65
2955,Αἰμίλιος,65
2956,Περραιβοί,65
2957,ναυπάκτιος,65
2958,κριτολάου,65
2959,νεωκόρου,65
2960,κηρῶι,65
2961,τρικτυαρχούντων,65
2962,Τήιος,65
2963,σύμβιος,65
2964,mater,65
2965,πανήμου,65
2966,ti,65
2967,κεκοίας,65
2968,κδʹ,65
2969,maximi,65
2970,septimius,65
2971,ἀριστείδα,65
2972,ἐνδυσποιτροπίου,65
2973,sarmizegetusae,65
2974,θαι,64
2975,ἐπαγγέλλομαι,64
2976,ντα,64
2977,τραγωιδοῖς,64
2978,Ἄργος,64
2979,λαμπτρεὺς,64
2980,θαῦμα,64
2981,ἱαρὰν,64
2982,πινακίωι,64
2983,οἰναῖος,64
2984,προσάγω,64
2985,προγράφω,64
2986,ἐφάμιλλος,64
2987,Ἀνθεστηριών,64
2988,τρισχίλιοι,64
2989,κολάζω,64
2990,ἀναφλύστιος,64
2991,λυκίσκου,64
2992,μένυλλος,64
2993,μῆλον,64
2994,δάπτω,64
2995,σεν,64
2996,ἐπίνικος,64
2997,ὀλυμπιοδώρου,64
2998,ἰσίδωρος,64
2999,Πάφος,64
3000,ζέω,64
3001,πόπλιον,64
3002,publii,64
3003,δέσποινα,64
3004,ἐπιδημέω,64
3005,μετρητής,64
3006,Μολοσσός,64
3007,ἄκρον,64
3008,μέροψ,64
3009,ἄγος,64
3010,ἀξιολογωτάτου,64
3011,ἐγλαβόντι,64
3012,ἱερατεύω,64
3013,λέαινα,64
3014,δαμοτίμου,64
3015,συνευδοκεόντων,64
3016,ἀλεξανδρέων,64
3017,τύπια,64
3018,τραιανῷ,64
3019,si,64
3020,ιϛʹ,64
3021,idus,64
3022,γορπιαίου,64
3023,suae,64
3024,κατάκιτε,64
3025,post,64
3026,Θεσπιεύς,64
3027,ἰσθμικοὺς,64
3028,χμγ,64
3029,reginae,64
3030,aelia,64
3031,ἀμφιαράωι,64
3032,seal,64
3033,δρομοκλείδας,64
3034,νας,63
3035,ἱερο,63
3036,ἀποθνήσκω,63
3037,καλλισθένης,63
3038,σχοῖνος,63
3039,πλατός,63
3040,ἀριστοφῶν,63
3041,πυθέου,63
3042,Πλαταιεῖς,63
3043,ἀτταλίδος,63
3044,ὤνιος,63
3045,βορρᾶθεν,63
3046,ἀντιγένους,63
3047,Σωκρατέω,63
3048,θεοκλέους,63
3049,ἄριοι,63
3050,πολυκλῆς,63
3051,εὐφράνωρ,63
3052,μενεκράτους,63
3053,ἐπιδημία,63
3054,colonia,63
3055,ἀντωνείνου,63
3056,Ἑκάτη,63
3057,πολειτείαν,63
3058,μελισσίων,63
3059,ξέστης,63
3060,ἄπειρος,63
3061,οὐαλερίου,63
3062,pollia,63
3063,ἀλήθεια,63
3064,ἀρχέλα,63
3065,consule,63
3066,romani,63
3067,imperatore,63
3068,βοΐσκου,63
3069,ἥρυος,63
3070,καταγράφο,63
3071,ταῦτ,62
3072,ἐὰμ,62
3073,σο,62
3074,ἕδρα,62
3075,σωσιγένης,62
3076,θεοπρόπος,62
3077,ἄνοος,62
3078,κλίνη,62
3079,συμμαχέω,62
3080,θορίκιος,62
3081,λαμπτρέα,62
3082,παρίστημι,62
3083,ἐντολή,62
3084,ὑπομένω,62
3085,μαρτυρία,62
3086,παράλιος,62
3087,ῥέω,62
3088,στρεπτός,62
3089,διηνεκής,62
3090,πίσσα,62
3091,βῆμα,62
3092,Ὀλυμπικός,62
3093,ἄσανδρος,62
3094,οὔλπιον,62
3095,δαμ,62
3096,λύκωνος,62
3097,δαμέα,62
3098,ἀκέομαι,62
3099,ταινία,62
3100,διοκλέος,62
3101,μάρκῳ,62
3102,δια,62
3103,Ἰοῦστος,62
3104,traianus,62
3105,λέωνος,62
3106,ἀξίωμα,62
3107,βασίλειος,62
3108,λάτιοι,62
3109,μάξιμος,62
3110,coniux,62
3111,αὐτόχθονι,62
3112,procuratori,62
3113,ἰσθμικούς,62
3114,αὐλέω,61
3115,ἐχθρός,61
3116,ἀποκρίνω,61
3117,ὀρός,61
3118,ἰτός,61
3119,φιλίσκος,61
3120,ἄνδριος,61
3121,r,61
3122,χάραξ,61
3123,ἐπινίκου,61
3124,πρέπω,61
3125,φροντίς,61
3126,δυομέ,61
3127,Αἰσχίνης,61
3128,ἀντιφῶντος,61
3129,φιλητός,61
3130,κλεωνύμου,61
3131,γυμνασιαρχία,61
3132,ἀμείβω,61
3133,ὑπάτη,61
3134,φλάουιος,61
3135,patris,61
3136,νεικήσαντα,61
3137,προστιμάω,61
3138,δημητρίωι,61
3139,κλεωνύμου,61
3140,προσφέρω,61
3141,Στέφανος,61
3142,ἐπιστέλλω,61
3143,καταλιμπάνω,61
3144,τηνίων,61
3145,δελφῶι,61
3146,ἀναγγελίαν,61
3147,καρυωτή,61
3148,νέρωνος,61
3149,κηδευθῆναι,61
3150,δύστρου,61
3151,tribu,61
3152,ἰνδικτιῶνι,61
3153,ἱστορέω,61
3154,λυττίων,61
3155,πειθαγόρα,61
3156,βαβύλος,61
3157,θεοξενίου,61
3158,φιλαιτώλου,61
3159,definitio,61
3160,σανίς,60
3161,φρεάρριος,60
3162,ἔπειμι,60
3163,λο,60
3164,παρθένιος,60
3165,ἀριστάω,60
3166,Πάτροκλος,60
3167,γαμηλιῶνος,60
3168,πέμπτηι,60
3169,ἀναγυράσιος,60
3170,φιλοτιμέομαι,60
3171,κολωνός,60
3172,ἀλεξανδρεὺς,60
3173,ἱαρῶι,60
3174,νότος,60
3175,διοτίμου,60
3176,ἀριστοκλέος,60
3177,τιμοκράτους,60
3178,ζωσίμου,60
3179,φιλώτας,60
3180,εἰδοί,60
3181,Ἡρακλείδης,60
3182,νικομάχου,60
3183,ἀρτέμωνος,60
3184,ξεν,60
3185,διοικέω,60
3186,πάλαν,60
3187,Κορνήλιος,60
3188,δαμοσθένης,60
3189,γυμνικῶι,60
3190,χειλίαρχον,60
3191,τάγμα,60
3192,ἑκατοστύς,60
3193,πυθίωνος,60
3194,γλῶσσα,60
3195,δόρυ,60
3196,πάσσω,60
3197,ἐτυμώνδας,60
3198,cornelius,60
3199,ἀπολλόδοτος,60
3200,μενύλλου,60
3201,ἀναγόρευσιν,60
3202,ἐλεέω,60
3203,ἀναξανδρίδα,60
3204,γρυγχῆθεν,60
3205,ἀπελλαίου,60
3206,κυριακός,60
3207,mensibus,60
3208,ἁλασαρνιτᾶν,60
3209,ἱεραπυτνίοις,60
3210,γορτυνίοις,60
3211,δεκατηφόρος,60
3212,ἰατάδα,60
3213,iis,60
3214,silvarum,60
3215,λήνψεται,60
3216,κάδος,59
3217,ξανθός,59
3218,κόρις,59
3219,ἀντικρατέω,59
3220,Φίλαγρος,59
3221,λυκέη,59
3222,τίμαρχος,59
3223,κλαίω,59
3224,ἀσκληπιόδωρος,59
3225,ἐλλείπω,59
3226,θῦμα,59
3227,στρατονίκου,59
3228,δαπανάω,59
3229,ἀπόφασις,59
3230,ἰσχυρός,59
3231,διάκονος,59
3232,Ἀριστοτέλης,59
3233,σωτᾶς,59
3234,Λύκιοι,59
3235,πολιτικός,59
3236,οὐήρου,59
3237,ιγ,59
3238,κρύπτω,59
3239,γυμνασιαρχέω,59
3240,δημητρία,59
3241,σελεύκου,59
3242,δάματρι,59
3243,ἔλεος,59
3244,περτίνακα,59
3245,ὁμολογία,59
3246,πῶρος,59
3247,αὔλειος,59
3248,Πολύκριτος,59
3249,οὐλπίου,59
3250,μνάσων,59
3251,ʹ,59
3252,σέξτου,59
3253,ταμίῳ,59
3254,σῶς,59
3255,ἀναγραφὰν,59
3256,φλάουιος,59
3257,σαράπι,59
3258,ματα,59
3259,ζωιδάρια,59
3260,ἄγκυρα,59
3261,ἔμμεναι,59
3262,ἀπολλωνίδου,59
3263,fl,59
3264,καυνίων,59
3265,dies,59
3266,συνβίῳ,59
3267,curaverunt,59
3268,Παμφυλία,59
3269,militum,59
3270,γορπιαίου,59
3271,κίμον,59
3272,δολόπων,59
3273,ἀντίδοτος,58
3274,φρούραρχος,58
3275,νυμφών,58
3276,ἀριστέου,58
3277,λε,58
3278,μιᾶι,58
3279,κηφισοδώρου,58
3280,μιμνῄσκω,58
3281,ἀναδέχομαι,58
3282,ἁλαιέα,58
3283,δημοκράτου,58
3284,διατηρέω,58
3285,ἡρακλεώτης,58
3286,ὀψώνιον,58
3287,πρεῖμος,58
3288,ἱπποκρατέω,58
3289,ἀριστόνικος,58
3290,piae,58
3291,ἄλη,58
3292,φλαουίου,58
3293,φλαβίου,58
3294,ἐκτενής,58
3295,δαμοχάρης,58
3296,ἡράκωνος,58
3297,δαμοκράτεος,58
3298,ἀριστοκλεῦς,58
3299,ηδ,58
3300,ψυχρός,58
3301,ἀνδρεία,58
3302,γερμανικὸς,58
3303,ἱερομναμόνων,58
3304,ἀλέξωνος,58
3305,Μαίανδρος,58
3306,τειμὰν,58
3307,τόξον,58
3308,πυθίωι,58
3309,ante,58
3310,φερεκλείδου,58
3311,πάχητος,58
3312,ἀριστόλοχος,58
3313,ἀφελόντες,58
3314,βασίλειον,58
3315,πόρτις,58
3316,διάδοχος,58
3317,Μίλητος,58
3318,templum,58
3319,ἱεραπύτνιοι,58
3320,fratri,58
3321,χ,58
3322,iunoni,58
3323,fabrum,58
3324,valeria,58
3325,αἰνησιδάμου,58
3326,παῦνι,58
3327,σολυμεῖ,58
3328,ἐπιθάψαι,58
3329,ταμιεύω,57
3330,δόλος,57
3331,ἕλκω,57
3332,νικο,57
3333,ὕλη,57
3334,ὅμηρος,57
3335,supra,57
3336,δημοκράτης,57
3337,δοκιμασία,57
3338,ἀείσιτοι,57
3339,κτήσωνος,57
3340,ἀπολλόδωρον,57
3341,εὐφάνης,57
3342,φθάνω,57
3343,διανομή,57
3344,ὀλυμπίχου,57
3345,ξύλωι,57
3346,γλύκωνος,57
3347,ἀντωνῖνος,57
3348,πρόκλος,57
3349,ἀρτεμᾶ,57
3350,γοργίου,57
3351,σωσικλῆς,57
3352,germanici,57
3353,ὕπνος,57
3354,ἵζω,57
3355,κόμη,57
3356,ὄναρ,57
3357,ἀρτέμων,57
3358,ἀντώνιος,57
3359,κεύθω,57
3360,πολειτῶν,57
3361,ἵππωνος,57
3362,εὐκράτεος,57
3363,σιτηρέσιον,57
3364,φιλοκράτης,57
3365,διάγραμμα,57
3366,στρατάγου,57
3367,Ἱππόλοχος,57
3368,κορινθίωι,57
3369,ἀναγγέλλω,57
3370,ποιοῦσαν,57
3371,diem,57
3372,Ἐφέσια,57
3373,χοεῖς,57
3374,θηβαίωι,57
3375,χρηματισμός,57
3376,viiii,57
3377,i,57
3378,μάμμη,57
3379,μνασίθεος,57
3380,ἱππότης,57
3381,iuli,57
3382,filii,57
3383,μίλιον,57
3384,ἵσηι,57
3385,ἀρχοκράτευς,57
3386,κωμῳδός,56
3387,εος,56
3388,ποικίλος,56
3389,εὐξαμένη,56
3390,Σοφοκλέης,56
3391,ἐπιμελής,56
3392,ὠφέλεια,56
3393,ἀντίος,56
3394,χῶμα,56
3395,Μαιμακτηριών,56
3396,πυανοψιῶνος,56
3397,Ἑλληνικός,56
3398,μουνιχιῶνος,56
3399,πομπεύς,56
3400,κεφαλῆθεν,56
3401,αἰσχρίων,56
3402,γόνος,56
3403,σωκράτου,56
3404,περιέχω,56
3405,σύνταξις,56
3406,τετράγωνος,56
3407,καλλικλέους,56
3408,ὑπογραμματεύς,56
3409,μνησικλείδης,56
3410,ξυστός,56
3411,ζώς,56
3412,μήνη,56
3413,Ἱστιαῖος,56
3414,εὔκλεια,56
3415,ἠίθεος,56
3416,φιλοκαίσαρα,56
3417,ἐπίκτησις,56
3418,ἀριστίωνος,56
3419,μαρκιανὸς,56
3420,κοΐντου,56
3421,κήρυγμα,56
3422,γναῖον,56
3423,ἄρσην,56
3424,ἄγγελος,56
3425,καρνείου,56
3426,καταδέω,56
3427,θαρσέω,56
3428,ας,56
3429,ἀριστοκρίτου,56
3430,κὰς,56
3431,χαλκιδεύς,56
3432,ὑποθήκει,56
3433,ἀνούβιδι,56
3434,παραμόνου,56
3435,λατίων,56
